programming_skill,math_skill,communication_skill,logic_score,cgpa,aptitude_score,interest_area,career
3,5,1,8,6.0,44,Design,Software Development
1,6,1,8,7.7,88,Data,Machine Learning
1,6,7,2,9.6,65,Data,Business Analytics
5,2,5,2,9.4,59,Coding,Software Development
9,8,3,8,6.5,95,Networking,Cloud Engineering
8,3,3,8,7.1,85,Management,Software Development
1,4,7,8,5.2,48,Management,Product Management
1,9,6,5,7.7,48,Security,Business Analytics
4,7,7,6,5.3,40,AI/ML,Business Analytics
7,4,3,1,9.7,74,Networking,Machine Learning
8,10,6,3,9.3,61,AI/ML,Data Science
9,4,9,6,6.1,62,Business,Software Development
4,6,4,2,8.5,71,Security,Machine Learning
2,3,4,2,7.8,72,Networking,Product Management
1,2,2,1,9.0,40,Coding,Software Development
2,5,7,3,7.4,46,Data,Business Analytics
1,6,1,10,6.0,88,Security,Cybersecurity
9,9,3,7,8.2,98,Data,Data Science
3,4,8,10,5.4,91,Security,Cybersecurity
9,9,1,3,7.9,95,Data,Data Science
6,7,10,6,6.1,68,Data,Business Analytics
6,1,5,9,8.4,90,Management,Software Development
5,8,4,4,9.1,93,Business,Business Analytics
9,6,6,7,5.5,94,Networking,Cloud Engineering
1,4,7,7,7.0,49,Design,UI/UX Design
1,5,5,9,8.7,48,Data,Business Analytics
5,4,9,10,5.8,64,Networking,Cybersecurity
4,7,10,7,7.8,70,Networking,Cybersecurity
6,6,3,6,8.4,98,Coding,Software Development
8,5,8,9,6.8,59,Data,Software Development
6,3,4,7,9.2,90,AI/ML,Software Development
3,4,10,4,7.6,94,Networking,Product Management
4,5,3,7,8.1,98,Networking,Cybersecurity
8,5,3,6,5.7,51,Security,Software Development
3,4,8,3,5.1,54,Networking,Business Analytics
6,6,8,6,5.3,53,AI/ML,Machine Learning
6,3,2,7,9.5,84,Design,Software Development
8,6,6,10,9.4,81,Coding,Software Development
8,2,4,6,9.0,64,Networking,Cloud Engineering
5,5,7,2,6.0,45,Business,Business Analytics
4,8,6,10,7.6,71,Coding,Software Development
4,9,10,6,9.0,84,Management,Product Management
5,7,10,3,8.4,68,Business,Business Analytics
3,8,7,8,5.6,56,Design,UI/UX Design
7,1,7,4,9.5,76,Security,Software Development
3,4,9,4,5.8,80,Business,Product Management
7,7,2,9,5.9,76,Management,Software Development
8,9,8,9,9.5,93,Networking,Cloud Engineering
10,6,8,6,7.4,59,Management,Machine Learning
2,9,2,4,6.9,77,Networking,Machine Learning
8,3,9,9,7.8,92,AI/ML,Software Development
1,2,7,2,9.9,52,Security,Product Management
4,1,4,8,5.6,57,Security,Cybersecurity
2,6,5,6,8.8,42,Management,Business Analytics
2,7,5,9,6.7,62,AI/ML,Business Analytics
2,3,10,5,5.6,42,Security,Business Analytics
1,8,10,9,7.1,85,Business,Business Analytics
9,8,9,1,7.7,45,Security,Machine Learning
1,4,7,8,6.0,82,Management,Product Management
4,3,2,1,7.0,75,Coding,Cybersecurity
7,8,10,7,8.2,100,Business,Business Analytics
10,7,2,2,7.9,61,Business,Machine Learning
9,2,2,10,8.6,61,Business,Product Management
2,3,1,8,9.2,54,Design,Software Development
10,5,10,2,7.0,72,Networking,Machine Learning
7,6,5,9,7.1,53,Data,Software Development
2,2,3,3,7.5,46,Data,Business Analytics
5,10,1,6,7.8,97,Coding,Machine Learning
10,4,5,1,5.5,81,AI/ML,Machine Learning
4,4,8,2,6.6,47,Data,Business Analytics
2,1,10,3,5.9,77,Coding,Product Management
9,9,6,6,6.9,58,Coding,Software Development
10,3,7,6,9.9,50,Design,UI/UX Design
10,10,9,9,7.9,68,Business,Business Analytics
10,5,10,2,7.1,88,Coding,Machine Learning
9,9,3,8,7.8,40,Business,Machine Learning
5,2,10,1,8.3,61,Design,UI/UX Design
2,2,6,3,7.2,96,Security,Product Management
7,9,10,2,7.2,64,Management,Business Analytics
3,9,2,2,8.5,46,Data,Machine Learning
5,6,1,6,5.3,66,Management,Machine Learning
7,1,9,10,7.7,81,Design,UI/UX Design
10,10,7,7,7.7,100,Networking,Cloud Engineering
3,4,2,9,8.8,78,Security,Cybersecurity
3,10,9,6,9.9,43,Business,Business Analytics
8,9,2,1,9.0,89,Security,Machine Learning
1,9,7,4,7.5,87,Management,Product Management
6,7,3,9,5.8,79,Networking,Cloud Engineering
8,7,1,1,7.9,94,Data,Data Science
6,6,9,1,9.2,86,Security,Business Analytics
4,1,9,9,9.7,54,Security,Cybersecurity
9,4,2,1,9.1,65,Coding,UI/UX Design
4,8,1,10,5.9,70,Management,Software Development
8,9,7,8,8.6,69,Design,UI/UX Design
5,6,1,7,9.4,78,AI/ML,Machine Learning
1,8,8,6,8.4,82,AI/ML,Cloud Engineering
6,1,10,1,8.4,46,Data,Business Analytics
1,5,8,5,7.5,74,Networking,Business Analytics
10,6,3,9,8.2,42,AI/ML,Software Development
7,9,2,10,6.5,71,Design,Software Development
4,4,7,5,5.4,65,Design,UI/UX Design
5,3,1,9,9.1,52,AI/ML,Software Development
7,4,6,8,9.7,100,Business,Software Development
3,2,5,1,9.3,55,Networking,Data Science
3,6,8,7,6.7,43,Security,Cybersecurity
5,7,3,7,5.5,61,Data,Machine Learning
3,9,8,6,6.4,86,AI/ML,Business Analytics
8,10,7,8,9.2,40,Design,UI/UX Design
2,1,3,9,8.3,70,Management,Software Development
9,3,4,6,9.8,65,AI/ML,Software Development
4,4,1,4,6.7,92,Management,Machine Learning
6,3,5,10,7.8,40,AI/ML,Software Development
2,9,3,10,9.0,41,Design,Software Development
4,2,2,7,6.2,74,Business,Software Development
8,1,6,7,9.8,50,Data,Software Development
3,9,6,2,8.0,82,Security,Business Analytics
2,10,1,5,5.0,56,Security,Machine Learning
6,3,2,2,5.1,74,Security,Machine Learning
2,4,1,6,9.4,42,Security,Software Development
4,6,7,9,8.2,82,Business,Business Analytics
5,6,4,3,8.8,71,Networking,Machine Learning
6,10,1,10,8.9,40,Data,Data Science
7,5,2,2,7.1,56,Coding,Business Analytics
7,1,10,1,9.0,43,Design,UI/UX Design
9,5,3,10,9.7,42,Design,Software Development
1,6,7,2,5.9,82,Management,Product Management
4,6,5,8,8.8,66,AI/ML,Machine Learning
1,6,2,8,6.5,88,AI/ML,Machine Learning
1,10,4,4,6.6,55,AI/ML,Business Analytics
3,9,1,1,7.1,83,Design,Machine Learning
6,3,8,4,9.3,77,Design,UI/UX Design
9,4,4,1,5.1,80,Design,Machine Learning
8,7,5,7,7.2,90,Coding,Software Development
7,5,2,9,8.4,83,Business,Software Development
8,5,9,10,5.6,85,Networking,Cloud Engineering
2,2,3,9,9.0,85,AI/ML,Software Development
9,3,6,8,9.7,67,Security,Cybersecurity
9,8,9,9,5.5,84,AI/ML,Data Science
1,9,8,8,5.8,91,Data,Business Analytics
5,8,7,7,9.9,85,Networking,Cybersecurity
9,4,9,10,6.0,77,Management,Product Management
5,2,2,4,5.4,44,Data,Machine Learning
9,2,10,5,9.8,66,Networking,Cloud Engineering
10,4,6,10,9.5,43,Data,Software Development
5,6,5,4,8.3,46,AI/ML,Machine Learning
1,9,3,3,7.8,62,Coding,Business Analytics
4,9,8,2,9.6,68,Networking,Cloud Engineering
3,1,10,3,8.3,72,Security,Product Management
5,8,7,6,8.3,94,Security,Machine Learning
6,3,1,9,9.2,86,Networking,Cloud Engineering
5,2,5,2,8.3,65,Business,Product Management
2,6,8,7,7.5,60,Management,Software Development
4,1,4,8,6.9,83,Design,Software Development
7,4,8,9,7.5,56,AI/ML,Software Development
1,6,8,8,7.6,93,Coding,Business Analytics
3,3,1,2,6.8,87,Security,Machine Learning
9,6,6,5,7.2,81,Management,Machine Learning
1,5,2,10,9.0,55,Management,Software Development
5,8,5,10,7.1,77,AI/ML,Machine Learning
3,2,4,7,5.1,90,Security,Cybersecurity
2,1,9,10,6.4,44,AI/ML,Software Development
5,6,9,7,6.2,50,Security,Cybersecurity
6,3,5,1,9.0,71,Management,Product Management
2,8,6,10,7.2,61,Business,Business Analytics
1,1,7,2,6.4,83,Coding,Product Management
2,6,7,4,9.1,64,Data,Business Analytics
7,10,7,3,5.1,100,AI/ML,Data Science
9,1,8,8,5.9,58,Design,UI/UX Design
2,4,10,1,9.1,61,Business,Business Analytics
4,9,9,7,7.8,40,Networking,Cybersecurity
4,6,2,9,8.9,55,Security,Cybersecurity
4,2,5,8,9.2,54,Management,Software Development
3,3,5,4,9.7,86,Networking,Product Management
1,8,6,9,5.3,60,Business,Business Analytics
6,9,6,4,9.0,52,Security,Business Analytics
4,4,8,7,8.5,59,Networking,Cybersecurity
4,5,5,6,6.0,74,Coding,Product Management
3,8,3,1,9.7,87,Management,Machine Learning
10,2,5,1,7.0,99,Management,Machine Learning
7,3,9,2,9.4,42,Business,Business Analytics
5,8,4,10,8.0,91,Coding,Software Development
3,2,1,10,7.6,63,Coding,Software Development
9,8,10,5,5.8,89,Design,UI/UX Design
9,5,2,10,9.6,42,Business,Software Development
1,10,7,1,7.8,78,Design,UI/UX Design
10,1,9,10,5.0,96,Security,Cybersecurity
7,10,3,3,5.1,42,AI/ML,Data Science
1,3,4,1,8.9,88,Security,UI/UX Design
8,1,3,8,5.8,46,AI/ML,Software Development
2,8,2,4,8.0,99,AI/ML,Machine Learning
1,6,2,3,8.4,85,Data,Business Analytics
2,9,2,8,6.4,95,Design,Machine Learning
5,2,5,4,7.8,94,Management,Product Management
7,1,6,8,6.2,59,Design,UI/UX Design
5,6,1,2,9.7,65,Networking,Software Development
2,9,9,1,9.3,82,Data,Business Analytics
2,5,7,4,6.4,50,Security,Machine Learning
9,8,1,7,7.6,58,Data,Data Science
10,10,9,3,7.5,46,Business,Business Analytics
8,9,1,2,9.8,94,Management,Machine Learning
2,6,6,8,7.0,55,Business,Business Analytics
9,7,5,5,7.8,65,Business,Machine Learning
7,6,6,5,9.6,67,Business,Business Analytics
6,7,10,3,5.8,62,Business,Business Analytics
2,6,10,1,7.8,87,Coding,Business Analytics
10,6,3,1,5.5,95,Design,Machine Learning
5,5,6,7,8.1,74,Data,Business Analytics
1,7,10,1,6.8,91,Networking,Business Analytics
3,8,8,3,9.8,46,Management,Business Analytics
5,10,9,10,7.1,98,Networking,Cybersecurity
1,7,5,4,5.7,47,Networking,Business Analytics
4,2,3,8,9.2,44,AI/ML,Software Development
5,6,6,4,9.1,41,Management,Business Analytics
10,4,9,10,8.5,54,Coding,Software Development
1,1,10,9,8.7,91,Coding,Product Management
6,1,7,5,6.3,58,Management,Product Management
10,6,8,7,8.2,88,Design,UI/UX Design
9,10,6,5,5.2,65,AI/ML,Data Science
10,6,4,10,6.0,46,Networking,Cloud Engineering
2,5,5,4,9.7,68,Design,Business Analytics
9,1,5,9,8.7,54,AI/ML,Software Development
10,7,9,7,6.2,57,Security,Cybersecurity
4,1,6,7,5.6,71,Data,Software Development
5,9,8,4,9.7,88,AI/ML,Business Analytics
6,9,1,9,5.6,75,Design,Machine Learning
5,10,8,8,6.3,53,Coding,Business Analytics
3,3,6,9,5.9,83,Data,Software Development
10,2,10,9,5.0,82,Networking,Cloud Engineering
10,3,5,2,6.6,54,Coding,Software Development
4,8,5,9,9.9,91,Design,Machine Learning
9,3,2,9,6.7,91,Networking,Cloud Engineering
4,9,9,3,7.5,76,Business,Business Analytics
8,2,8,10,8.7,58,Management,Software Development
6,1,9,6,7.8,61,Data,Product Management
5,3,1,4,8.7,66,Networking,Cloud Engineering
2,8,3,3,8.3,51,Coding,Business Analytics
7,7,9,4,8.0,58,Design,UI/UX Design
4,4,1,1,8.2,48,AI/ML,Machine Learning
3,7,6,7,9.0,49,Management,Business Analytics
2,7,5,8,8.6,85,AI/ML,Business Analytics
10,6,10,7,9.0,47,Data,Business Analytics
2,6,9,6,5.7,68,Business,Business Analytics
8,2,9,4,8.4,66,Data,UI/UX Design
9,3,3,8,8.7,42,Business,Software Development
1,6,6,9,6.5,90,AI/ML,Machine Learning
6,2,8,1,9.4,100,Management,Product Management
6,5,10,4,6.5,78,Security,Data Science
4,2,1,10,6.2,80,AI/ML,Software Development
7,8,10,9,9.3,54,AI/ML,Data Science
5,2,4,10,6.2,91,Design,Software Development
5,1,2,2,7.1,87,Management,Product Management
5,7,7,5,6.8,66,Design,UI/UX Design
9,3,8,2,9.5,83,AI/ML,Machine Learning
7,4,2,9,7.3,98,Data,Software Development
4,4,1,6,8.5,76,Networking,Cloud Engineering
10,3,9,3,9.0,52,Data,Machine Learning
9,8,10,1,8.1,60,Business,Software Development
10,7,2,8,9.7,51,AI/ML,UI/UX Design
8,3,10,9,9.0,60,AI/ML,Software Development
4,7,10,9,7.0,94,Data,Business Analytics
8,8,10,10,9.8,51,Data,Business Analytics
4,6,3,9,7.6,94,Business,Software Development
3,6,6,8,5.1,57,AI/ML,Business Analytics
5,10,10,9,6.3,70,Security,Cybersecurity
10,5,10,10,8.1,72,Coding,UI/UX Design
6,4,7,5,5.8,47,Coding,Software Development
4,6,2,8,7.9,51,Networking,Cybersecurity
5,9,1,9,6.8,58,Data,Product Management
3,8,3,2,7.7,43,Management,Machine Learning
7,1,1,7,5.0,86,Data,Software Development
4,5,2,4,9.2,73,Management,Data Science
6,8,1,2,6.8,91,Data,Data Science
4,3,8,2,5.7,92,Security,Product Management
4,10,6,2,7.2,61,Coding,Business Analytics
10,9,6,9,7.4,89,AI/ML,Data Science
4,9,9,8,8.2,43,Data,Business Analytics
1,1,5,2,7.6,66,Management,Product Management
4,6,5,7,5.2,80,Data,Business Analytics
6,6,3,7,9.4,68,Business,Software Development
1,7,5,6,7.3,85,Networking,Machine Learning
4,9,2,7,5.4,92,AI/ML,Machine Learning
2,4,6,10,8.9,65,Business,Software Development
6,6,10,6,8.3,56,Data,Business Analytics
8,7,6,7,8.2,75,Coding,Software Development
10,8,3,6,7.1,92,Networking,Cloud Engineering
4,8,7,4,7.1,100,Business,Business Analytics
9,4,9,9,7.7,89,Networking,Business Analytics
3,10,5,5,5.3,54,Security,Business Analytics
8,1,3,8,6.5,52,Management,Software Development
6,5,8,7,9.9,74,Networking,Cloud Engineering
8,7,2,7,8.3,64,Security,Cybersecurity
8,1,10,8,7.1,77,Data,Software Development
6,5,4,8,6.1,96,Management,Software Development
3,6,4,6,8.7,73,Data,Business Analytics
6,7,8,7,6.3,61,Design,UI/UX Design
9,2,1,6,5.8,93,Data,Software Development
10,3,3,4,5.8,66,Business,Software Development
10,3,2,8,8.6,76,Data,Software Development
2,7,4,9,8.2,48,Data,Machine Learning
6,4,6,8,5.3,70,Design,UI/UX Design
2,6,2,8,5.6,66,AI/ML,Machine Learning
7,8,4,9,8.2,47,Design,Software Development
10,8,8,4,7.9,52,Data,Data Science
1,2,10,1,8.4,82,Coding,Product Management
7,10,1,4,5.9,51,Security,Machine Learning
10,2,7,8,8.6,48,Security,Cybersecurity
9,1,1,9,9.7,43,Design,Software Development
4,1,6,6,8.0,41,Management,Product Management
2,3,9,8,6.0,66,Security,Cybersecurity
10,9,8,1,8.4,69,Networking,Machine Learning
10,3,3,7,6.7,78,Management,Software Development
6,7,3,7,5.2,74,Management,Machine Learning
10,5,8,6,6.5,72,AI/ML,Machine Learning
1,1,9,8,9.5,100,Management,Product Management
7,5,3,5,7.1,55,AI/ML,Machine Learning
1,1,1,6,9.3,83,Networking,Cloud Engineering
10,5,5,7,7.5,44,Management,Software Development
7,6,7,8,7.6,91,Data,Business Analytics
10,6,5,3,5.0,62,Business,Machine Learning
6,3,10,4,8.2,61,Data,Product Management
1,8,9,5,5.5,48,Coding,Business Analytics
1,6,8,3,7.4,71,Coding,Business Analytics
4,3,1,4,6.3,64,Management,Software Development
8,5,9,4,7.0,99,AI/ML,Machine Learning
2,2,8,4,7.7,50,Management,Product Management
9,10,4,5,5.1,65,Networking,Machine Learning
3,8,6,6,6.4,94,AI/ML,Business Analytics
5,3,9,7,9.9,89,Security,Cybersecurity
3,7,10,4,5.3,86,AI/ML,Business Analytics
5,7,6,9,6.6,72,Business,Business Analytics
5,7,1,5,6.6,93,Coding,Machine Learning
1,1,7,8,6.9,53,Security,Cybersecurity
6,9,7,2,8.4,89,Networking,Business Analytics
8,10,1,2,6.2,75,Data,Data Science
10,10,9,5,7.3,61,AI/ML,Data Science
4,10,3,4,8.2,53,Data,Machine Learning
9,10,9,5,6.6,71,Data,Business Analytics
9,8,6,2,9.7,40,Business,Business Analytics
10,1,4,5,9.9,83,Management,Software Development
4,5,1,7,5.6,54,Networking,Cybersecurity
9,3,1,8,6.7,63,Data,Software Development
6,3,8,3,6.0,51,Coding,Software Development
1,9,4,4,5.9,68,Management,Business Analytics
3,9,9,6,7.5,62,Coding,Business Analytics
7,6,3,6,7.8,51,Data,Machine Learning
2,8,10,8,7.1,94,AI/ML,Business Analytics
5,2,10,4,6.4,86,AI/ML,Product Management
8,3,2,7,6.4,63,Coding,Software Development
2,9,7,9,10.0,43,Management,Business Analytics
5,5,10,3,9.6,91,Coding,Business Analytics
3,6,4,9,5.4,82,Management,Software Development
6,5,1,4,8.3,73,Design,Machine Learning
3,3,9,4,7.3,76,AI/ML,Product Management
10,9,5,7,8.4,40,Networking,Cloud Engineering
1,8,1,7,8.0,68,Networking,Cybersecurity
10,7,9,6,9.4,51,Business,Business Analytics
8,4,7,3,5.3,79,Design,UI/UX Design
9,7,1,1,6.7,96,Security,Machine Learning
9,10,3,10,9.9,72,Management,Machine Learning
2,7,1,9,5.9,76,Design,Software Development
10,5,10,9,5.6,80,Management,Product Management
6,3,1,6,8.6,96,Management,Software Development
10,6,8,9,8.9,42,AI/ML,Software Development
9,4,6,5,8.4,58,Data,Machine Learning
6,7,6,1,8.9,56,Security,Machine Learning
4,1,9,2,8.5,83,AI/ML,Product Management
2,2,9,3,5.7,67,Design,UI/UX Design
2,8,2,4,8.0,87,Management,Cloud Engineering
4,4,1,10,8.9,68,Business,Software Development
9,5,2,4,9.3,99,Security,Product Management
6,6,7,7,6.2,86,Management,Product Management
5,5,6,3,5.6,41,Data,Business Analytics
3,8,1,7,8.9,100,Data,UI/UX Design
6,3,3,6,6.3,98,Design,Software Development
7,8,6,2,5.2,42,Networking,Machine Learning
10,3,8,5,9.1,63,Networking,Cloud Engineering
8,4,4,2,7.5,99,Design,Machine Learning
7,6,10,9,6.6,91,Networking,Cloud Engineering
10,9,10,8,5.1,68,Security,Cloud Engineering
5,3,8,10,5.2,73,Security,Cybersecurity
10,6,5,9,9.0,41,Business,Software Development
4,1,9,3,7.4,74,Design,UI/UX Design
2,1,8,8,5.7,80,Coding,Software Development
5,8,6,2,6.8,61,Coding,Business Analytics
2,8,5,10,5.8,58,Business,Data Science
2,4,9,8,5.6,90,AI/ML,Product Management
9,7,6,7,6.4,67,Security,Cybersecurity
8,4,2,10,7.7,56,Coding,Software Development
3,3,10,9,6.1,62,Business,Product Management
9,5,1,9,6.7,70,Business,Data Science
1,4,7,2,7.4,55,Coding,Business Analytics
3,9,7,1,7.1,74,Business,Business Analytics
8,5,6,10,5.6,92,Data,Software Development
4,4,1,3,5.2,85,Management,Machine Learning
8,6,5,5,5.2,54,Coding,Software Development
9,8,9,1,6.8,68,Coding,Machine Learning
1,3,3,7,8.6,73,Networking,Cybersecurity
1,10,7,9,5.7,81,Business,Data Science
10,5,9,9,8.9,86,Security,Cybersecurity
6,7,10,6,8.6,69,Coding,Business Analytics
6,10,6,7,5.0,59,Networking,Cloud Engineering
5,5,4,6,5.1,80,Design,Software Development
5,2,7,5,6.0,47,Networking,Cloud Engineering
7,8,5,6,5.3,81,Design,Machine Learning
6,1,7,10,7.7,94,Security,Cybersecurity
2,5,8,3,5.2,83,Design,UI/UX Design
7,10,8,5,9.0,66,Networking,Business Analytics
7,5,3,7,7.5,90,Management,Software Development
2,7,8,6,8.6,72,Management,Product Management
4,6,6,1,8.8,72,Management,Business Analytics
8,3,10,3,7.5,91,AI/ML,Product Management
7,4,7,7,9.6,51,Security,Cybersecurity
2,6,9,7,10.0,87,Management,Product Management
1,2,10,8,6.8,81,Security,Cybersecurity
6,5,10,10,5.6,72,Data,Business Analytics
5,5,8,7,6.8,44,Business,Business Analytics
10,9,6,6,6.1,86,Data,Data Science
6,2,2,4,7.7,53,Design,UI/UX Design
10,9,4,4,6.9,94,Security,Machine Learning
3,5,5,9,7.4,88,Business,Software Development
5,7,8,5,8.8,62,Data,Business Analytics
2,6,6,8,6.4,66,Security,Data Science
6,3,5,2,7.7,41,Security,Machine Learning
2,10,2,2,6.7,70,Coding,Machine Learning
5,3,8,3,8.9,43,Security,Business Analytics
4,1,5,2,8.2,100,Coding,Product Management
2,8,1,7,5.0,79,Management,Machine Learning
1,7,3,7,8.3,54,AI/ML,Machine Learning
6,9,9,6,5.9,89,Coding,Business Analytics
10,5,2,3,8.6,41,Design,Machine Learning
2,1,5,6,7.8,73,Design,Product Management
5,1,6,2,7.0,46,Data,Business Analytics
3,5,1,5,8.5,43,Networking,Cloud Engineering
9,3,2,2,9.3,54,AI/ML,Machine Learning
5,10,10,1,8.9,57,Design,UI/UX Design
10,2,6,2,7.7,84,Design,UI/UX Design
3,9,3,2,8.6,94,Design,Machine Learning
1,3,2,5,7.1,87,Networking,Cloud Engineering
6,2,5,6,8.9,85,Management,Software Development
7,3,8,7,9.1,74,Security,Cybersecurity
10,2,8,5,5.7,62,Coding,Software Development
9,5,2,2,6.2,55,AI/ML,Machine Learning
9,4,8,1,6.3,97,Coding,Machine Learning
7,6,9,8,5.8,71,AI/ML,Machine Learning
4,6,3,10,7.0,74,Data,Software Development
5,1,1,3,6.0,40,Design,Software Development
2,2,10,3,8.0,67,Networking,Product Management
5,2,6,4,5.5,81,Design,Cybersecurity
4,2,8,3,6.3,70,Security,Product Management
1,1,4,3,8.3,77,Security,Product Management
3,4,3,5,7.0,89,Networking,Cloud Engineering
6,6,3,8,7.1,41,Design,Software Development
4,4,3,8,9.0,95,Design,Data Science
10,4,5,10,9.9,89,Management,Software Development
5,5,2,4,7.8,65,Security,Machine Learning
10,6,9,5,5.4,86,Business,Product Management
7,4,6,4,5.5,44,Management,Machine Learning
1,3,10,1,9.8,58,Networking,Business Analytics
3,5,6,4,8.4,46,Security,Business Analytics
8,1,4,3,8.8,78,Management,Software Development
6,5,6,5,8.4,92,Security,Machine Learning
4,10,2,2,5.9,76,AI/ML,Machine Learning
6,4,9,8,7.2,83,Coding,Software Development
10,2,8,9,9.0,48,Security,Cybersecurity
4,8,2,10,9.3,96,AI/ML,Machine Learning
1,2,6,1,6.2,51,AI/ML,Product Management
4,2,6,2,8.0,72,Business,Product Management
10,2,3,10,5.8,81,Networking,Cloud Engineering
8,9,2,9,9.8,92,Coding,Software Development
9,10,8,6,6.3,96,Coding,Software Development
10,6,3,4,8.6,76,Business,Machine Learning
2,7,6,6,6.2,75,Design,UI/UX Design
3,7,3,6,8.1,65,Design,Machine Learning
1,7,7,9,8.3,74,Security,Cybersecurity
1,6,1,6,6.6,81,Management,Product Management
9,10,4,1,9.1,79,AI/ML,Data Science
10,8,6,7,9.4,76,Data,Data Science
2,1,5,8,9.3,66,Coding,Software Development
8,4,7,3,6.7,51,Business,Cybersecurity
6,10,2,2,8.7,43,Business,Product Management
1,5,5,2,7.8,65,Data,Business Analytics
10,3,8,9,8.0,64,Business,Software Development
9,9,4,5,7.4,77,Management,Machine Learning
6,7,2,6,8.0,94,Networking,Cloud Engineering
8,6,9,10,5.7,82,Security,Cybersecurity
4,5,8,1,7.0,89,Management,Product Management
8,2,7,3,5.9,75,Design,UI/UX Design
5,4,8,9,6.4,96,AI/ML,Software Development
10,5,8,6,5.6,97,Data,Machine Learning
1,10,8,1,6.1,49,Networking,Business Analytics
2,4,6,8,8.9,78,Business,Business Analytics
10,2,1,2,7.7,70,Networking,Cloud Engineering
3,5,6,8,5.1,99,Business,Business Analytics
4,10,3,8,8.9,75,Business,Product Management
8,5,8,9,9.5,40,Management,Software Development
2,4,5,5,9.4,52,Business,Data Science
6,7,10,3,9.1,47,Networking,Business Analytics
3,7,6,9,10.0,52,Data,Business Analytics
2,3,6,6,7.9,45,Coding,Software Development
10,10,10,7,9.8,87,Design,UI/UX Design
2,6,5,2,9.7,70,Management,Business Analytics
1,1,4,7,6.6,80,Security,Cybersecurity
7,5,4,6,9.3,100,AI/ML,Machine Learning
9,10,9,3,9.0,79,Networking,Machine Learning
2,4,8,8,8.9,69,AI/ML,Business Analytics
8,6,2,2,9.5,56,Design,Machine Learning
6,7,5,8,6.9,86,Business,Software Development
9,8,4,10,7.0,70,Management,Software Development
2,9,7,6,8.2,86,Coding,Machine Learning
10,2,1,2,8.7,41,Security,Machine Learning
7,6,8,6,9.4,49,Business,Business Analytics
9,6,8,6,9.4,47,Management,Machine Learning
4,2,3,6,8.6,81,Coding,Software Development
10,7,2,3,9.8,71,Business,Cybersecurity
7,2,7,7,5.9,59,Business,Software Development
2,5,3,3,9.8,58,Management,Machine Learning
10,4,10,6,5.3,77,Data,Machine Learning
8,2,8,6,7.8,98,Security,Software Development
4,9,10,7,5.5,100,Design,UI/UX Design
6,3,6,8,7.8,68,Security,Cybersecurity
4,3,10,9,7.0,80,Data,Business Analytics
6,9,1,8,5.4,45,Data,Data Science
10,9,3,8,8.2,97,Security,Cybersecurity
9,1,1,9,8.7,41,Management,Data Science
3,3,7,3,5.9,60,Design,UI/UX Design
10,8,6,3,8.5,84,Networking,Machine Learning
5,8,3,6,5.9,99,Data,Machine Learning
8,10,4,5,5.7,50,Data,Data Science
8,6,7,8,5.7,80,Management,Product Management
5,1,2,1,8.0,51,Data,Machine Learning
5,9,6,2,8.9,43,Management,Business Analytics
5,2,7,8,8.0,65,Data,Software Development
9,2,3,9,9.0,75,Management,Software Development
4,7,3,4,8.0,56,Security,Product Management
3,7,4,4,9.0,99,Management,Business Analytics
4,1,6,6,9.9,77,Coding,Software Development
2,2,3,5,7.0,66,Management,Product Management
4,6,4,2,5.7,69,Business,Business Analytics
2,3,6,6,5.7,68,Security,Product Management
1,7,2,9,8.0,46,Networking,Cybersecurity
8,5,6,8,7.7,76,Networking,Cloud Engineering
1,6,2,9,5.9,87,Data,Software Development
6,5,2,7,9.4,65,Design,Software Development
8,4,3,9,9.8,65,Data,Software Development
8,4,3,3,6.3,95,AI/ML,Machine Learning
5,7,1,1,6.0,77,Security,Machine Learning
2,6,10,2,6.1,58,Networking,Business Analytics
10,6,4,10,6.9,40,Security,Cybersecurity
9,6,9,7,9.3,90,Business,UI/UX Design
7,3,10,3,8.0,78,Design,UI/UX Design
1,10,9,9,5.3,78,Design,UI/UX Design
1,6,9,4,7.4,57,Coding,Business Analytics
4,8,2,6,5.5,51,Networking,Machine Learning
2,9,4,3,7.0,70,Data,Business Analytics
9,10,8,1,7.0,86,Security,Machine Learning
3,7,6,3,8.2,58,Management,Business Analytics
3,8,1,3,7.7,72,Networking,Machine Learning
10,5,6,6,9.4,100,Data,Machine Learning
9,8,9,1,5.1,53,Coding,Machine Learning
3,4,9,3,8.9,54,Management,Product Management
4,8,4,6,5.1,54,Security,Machine Learning
6,1,3,4,6.5,95,Management,Software Development
7,10,4,7,9.4,72,Networking,Cloud Engineering
10,3,3,7,8.5,95,Business,Software Development
9,7,4,10,5.9,97,Security,Data Science
10,1,4,9,7.5,65,Data,Software Development
1,2,5,3,8.6,43,Coding,Product Management
3,10,1,7,9.7,58,Design,Cybersecurity
6,9,3,7,8.2,73,Data,Data Science
1,3,4,6,5.1,63,Networking,Cloud Engineering
4,2,2,8,7.5,40,Business,Software Development
2,9,9,2,5.8,100,Coding,Business Analytics
10,10,7,4,5.2,58,Networking,Machine Learning
1,2,10,9,8.0,77,Coding,Product Management
2,7,6,9,8.9,97,Business,Business Analytics
2,3,2,1,5.2,73,Coding,Product Management
2,8,10,5,8.9,82,Networking,Data Science
6,5,5,3,8.5,42,Data,Machine Learning
4,2,7,2,8.8,82,Networking,Product Management
